Sentence,Noun,Pronoun
We have two propositions for you.,['propositions'],"['We', 'you']"
The shareholders approved this step unanimously.,"['shareholders', 'step']",[]
Profits will not be immediate.,['Profits'],[]
Our company must invest more into advertising.,"['company', 'advertising']",['Our']
We are looking for a new advertising slogan.,"['advertising', 'slogan']",['We']
Borrowing now would be suicidal.,[],[]
The debt crisis threatens European economy.,"['debt', 'crisis', 'economy']",[]
He bankrupted himself by speculating.,[],"['He', 'himself']"
He got a loan from his bank.,"['loan', 'bank']","['He', 'his']"
"The hearing went rather well, our lawyer had prepared the case.","['hearing', 'lawyer', 'case']",['our']
Interns are often exploited.,['Interns'],[]
The accountant filed a complaint for sexual harassment.,"['accountant', 'complaint', 'harassment']",[]
The government does not manage to reduce inflation.,"['government', 'inflation']",[]
The central bank has reduced its rates.,"['bank', 'rates']",['its']
"It is a one-way street, we cannot drive this way.","['way', 'street', 'way']","['It', 'we']"
I lost myself in the alleys of Paris.,['alleys'],"['I', 'myself']"
The avenue is blocked by an accident.,"['avenue', 'accident']",[]
You should turn at the next traffic light.,"['traffic', 'light']",['You']
The sidewalk is to be redone.,['sidewalk'],[]
Use the pedestrian crossing rather than crossing the road.,"['pedestrian', 'crossing', 'road']",[]
"I am stuck in the traffic jam, I am going to be late.","['traffic', 'jam']","['I', 'I']"
There is a lot of traffic at night.,"['lot', 'traffic', 'night']",['There']
The building might collapse.,['building'],[]
The restaurant is open until midnight.,"['restaurant', 'midnight']",[]
The shop was closed because of the demonstrations.,"['shop', 'demonstrations']",[]
The sewers overflew once more.,['sewers'],[]
The bookstore is closed during holidays.,"['bookstore', 'holidays']",[]
The baker's shop is at the corner of the street.,"['baker', 'shop', 'corner']",[]
He went to the butcher's shop.,"['butcher', 'shop']",['He']
Do you know if there is a duty chemist in the neighborhood?,"['duty', 'chemist', 'neighborhood']","['you', 'there']"
The bank went bankrupt recently.,['bank'],[]
People can catch nosocomial infections in hospitals.,"['People', 'infections', 'hospitals']",[]
The grocery could not compete with the hypermarket.,"['grocery', 'hypermarket']",[]
"I am going to the market, I am coming back soon.",['market'],"['I', 'I']"
The supermarket replaced all the small groceries.,"['supermarket', 'groceries']",[]
The crossroads was jammed for hours.,"['crossroads', 'hours']",[]
The train station was crowded that day.,"['train', 'station', 'day']",[]
They arranged to meet at the bus station.,"['bus', 'station']",['They']
The airport is located approximatively 50 kilometers away from the city.,"['airport', 'kilometers', 'city']",[]
There is a small aerodrome where you can land if you want to.,['aerodrome'],"['There', 'you', 'you']"
The harbour was closed because of the storm.,"['harbour', 'storm']",[]
"The police station was dynamited once more, but there was no casualties.","['police', 'station', 'casualties']",['there']
"As the parade was about to begin, there was a lot of unrest in the barracks.","['parade', 'lot', 'unrest']",['there']
The fire department is around the corner.,"['fire', 'department', 'corner']",[]
They go to church every Sunday.,['church'],['They']
The temple is for devotees only.,"['temple', 'devotees']",[]
A mosque was inaugurated last week.,"['mosque', 'week']",[]
The embassy staff was evacuated by helicopter.,"['embassy', 'staff', 'helicopter']",[]
The consulate is closed on weekends.,"['consulate', 'weekends']",[]
The post offices closes at 4.30 p.m.,"['post', 'offices', 'p.m.']",[]
"Your son refuses to go to school, as usual.","['son', 'school']",['Your']
I have little memory of high school.,"['memory', 'school']",['I']
"Like every year, the university is on strike.","['year', 'university', 'strike']",[]
Are we going to the club tonight?,"['club', 'tonight']",['we']
"Tonight, all museums are open, let's make the most of it.","['Tonight', 'museums']","[""'s"", 'it']"
"Give me your address , I would like to write you a letter.","['address', 'letter']","['me', 'your', 'I']"
Skyscrappers are imposing.,['Skyscrappers'],[]
,[],[]
I would like to rent a flat but it is really expensive.,[],"['I', 'it']"
The cemetary has been closed to the public.,['public'],[]
He paid her ticket for the cinema that evening.,"['ticket', 'cinema', 'evening']","['He', 'her']"
We are going to the theater with your brother tomorrow.,"['theater', 'brother', 'tomorrow']","['We', 'your']"
The kiosk opens only at 8 a.m.,['kiosk'],[]
They sat at the terrace of a café.,"['terrace', 'café']",['They']
"Do not throw papers into the gutter, there is a dust bin here.","['papers', 'gutter', 'dust']",['there']
She tried to jump over the fence.,['fence'],['She']
The post office is at the corner of this avenue and of the next street.,"['post', 'office', 'corner']",[]
The yard is going to last for the entire summer.,"['yard', 'summer']",[]
The workings are going to last until september.,['workings'],[]
The road is cut due to diluvian rains.,"['road', 'rains']",[]
A fire broke out at the ninth floor.,"['fire', 'floor']",[]
The swimming pool staff is on strike.,"['swimming', 'pool', 'staff']",[]
This gymnasium shelters homeless people during wintertime.,"['gymnasium', 'shelters', 'people']",[]
They arranged to meet in front of the stadium.,"['front', 'stadium']",['They']
The park is closed to public because of the snow.,"['park', 'public', 'snow']",[]
It is forbidden to walk on the mawn.,['mawn'],['It']
The factory was occupied by the workers this morning.,"['factory', 'workers', 'morning']",[]
Inhabitants demonstrate against the construction of the waste management facility.,"['Inhabitants', 'construction', 'facility']",[]
The noise of the factory was deafening.,"['noise', 'factory']",[]
Power was cut due to an incident at the power plant.,"['Power', 'incident', 'power']",[]
She went to the hairdresser this morning.,"['hairdresser', 'morning']",['She']
The beauty-parlor is very convivial.,"['beauty', 'parlor']",[]
They have a subscription for manicures.,"['subscription', 'manicures']",['They']
She had a pedicure.,['pedicure'],['She']
He is looking for his keys under the floor lamp.,"['keys', 'floor', 'lamp']","['He', 'his']"
We cannot find a spot in a nursery.,"['spot', 'nursery']",['We']
The demonstration gathered almost a million people.,"['demonstration', 'people']",[]
The library is even open on Sundays.,['library'],[]
No guidepost indicated the direction to the village.,"['guidepost', 'direction', 'village']",[]
The underground is infested with advertising boards.,"['underground', 'advertising', 'boards']",[]
They live in the suburbs in a new tower.,"['suburbs', 'tower']",['They']
There is no night life in this neighbourhood.,"['night', 'life', 'neighbourhood']",['There']
We have to stay on the highway until the next exit.,"['highway', 'exit']",['We']
"Stop accelarating, there is a road hump 100 meters away.","['road', 'hump', 'meters']",['there']
"This castle has only one donjon left, towers and walls have disappeared.","['castle', 'donjon', 'towers']",[]
The wooden bridge has been taken away by the flood.,"['bridge', 'flood']",[]
We have to exit at the next bus stop.,"['bus', 'stop']",['We']
We go to the circus from time to time.,"['circus', 'time', 'time']",['We']
The water from this fountain smells of chlore.,"['water', 'fountain', 'chlore']",[]
The government set up a statue in honor of the dictator.,"['government', 'statue', 'honor']",[]
A war memorial was set up on this public square.,"['war', 'memorial', 'square']",[]
I live in the suburbs because downtown is too expensive.,"['suburbs', 'downtown']",['I']
The tar is melting because of the heat.,"['tar', 'heat']",[]
"This tunnel is endless, especially when there is a traffic jam.","['tunnel', 'traffic', 'jam']",['there']
The nany brought the kids to the zoo this morning.,"['nany', 'kids', 'zoo']",[]
Wind mills and water mills use a renewable energy.,"['Wind', 'mills', 'water']",[]
There are many people in the mall.,"['people', 'mall']",['There']
This pastry shop is baking excellent cakes.,"['pastry', 'shop', 'cakes']",[]
A jewelry was held up last night.,"['jewelry', 'night']",[]
There is a clearance in this shoe store.,"['clearance', 'shoe', 'store']",['There']
A new greengrocer's just opened in the neighbourhood.,"['greengrocer', 'neighbourhood']",[]
The fruit store has closed for good.,"['fruit', 'store']",[]
The employment agency was crowded due to the crisis.,"['employment', 'agency', 'crisis']",[]
The gutter is clogged because of the tree leaves.,"['gutter', 'tree']",[]
"It is a two way street, you can go ahead.","['way', 'street']","['It', 'you']"
"It is a one-way street, you will get a fine.","['way', 'street', 'fine']","['It', 'you']"
"Be careful, there is a hole right here.",['hole'],['there']
The driver cannot drive too fast because of the potholes.,"['driver', 'potholes']",[]
I want you to get away from the edge of the platform.,"['edge', 'platform']","['I', 'you']"
"Lower the sound, I cannot hear anything.",['sound'],"['I', 'anything']"
The elevator was blocked between two floors.,"['elevator', 'floors']",[]
The bookshop is open for the whole day on Sundays.,"['bookshop', 'day']",[]
High schools are closed because of the snow.,"['schools', 'snow']",[]
"Put on your gloves, your hands are blue.","['gloves', 'hands']","['your', 'your']"
"It is starting to rain, put on your hood.",['hood'],"['It', 'your']"
All of my stepmother's jewelry has been stolen.,"['stepmother', 'jewelry']","['All', 'my']"
She has a nose ring and a tongue piercing.,"['nose', 'ring', 'tongue']",['She']
I found you some very pretty earrings.,['earrings'],"['I', 'you']"
He offered her a bracelet for Christmas.,['bracelet'],"['He', 'her']"
That necklace suits her very well.,['necklace'],['her']
He put some perfume before going out.,['perfume'],['He']
This nail polish flakes off very quickly.,"['nail', 'polish']",[]
She is putting on some mascara.,['mascara'],['She']
Put your coat on the hook.,"['coat', 'hook']",['your']
I bought myself a leather jacket.,"['leather', 'jacket']","['I', 'myself']"
Your trousers are drying.,['trousers'],['Your']
She collects panties.,['panties'],['She']
Her socks are unsuited – one of them is white and the other one is yellow.,"['socks', 'one']","['Her', 'them']"
,[],[]
There is a black T-shirt lying in the living room.,"['shirt', 'living', 'room']",['There']
I do not manage to find shoes in my size,"['shoes', 'size']","['I', 'my']"
I took boots in case it is raining.,"['boots', 'case']","['I', 'it']"
We should buy some washing powder,"['washing', 'powder']",['We']
"I am about to do the washing, do you have something to wash?",['washing'],"['I', 'you', 'something']"
"We should replace the washing machine, this one is too old.","['washing', 'machine', 'one']",['We']
Could you go and hang out the clothes ?,['clothes'],['you']
This laundry has been in the same family for three generations.,"['laundry', 'family', 'generations']",[]
There is a blood stain on your shirt.,"['blood', 'stain', 'shirt']","['There', 'your']"
It is sheep wool.,"['sheep', 'wool']",['It']
It is a cotton shirt.,"['cotton', 'shirt']",['It']
Her handbag has been stolen in the street.,"['handbag', 'street']",['Her']
The hatter is making hats.,"['hatter', 'hats']",[]
"You should clean your sunglasses, they are dirty.",['sunglasses'],"['You', 'your', 'they']"
"If I do not put my glasses on, I cannot see a thing.","['glasses', 'thing']","['I', 'my', 'I']"
I wear contact lenses.,"['contact', 'lenses']",['I']
Take your umbrella just in case.,"['umbrella', 'case']",['your']
"The raincoat was not waterproof, water was pouring in.","['raincoat', 'water']",[]
She put on red lipstick.,['lipstick'],['She']
Her make-up has run.,['up'],['Her']
Your cousin came to the party wearing a dress.,"['cousin', 'party', 'dress']",['Your']
Skirts are old-fashionned here.,['Skirts'],[]
Jeans are fashionnable for women these days.,"['Jeans', 'women', 'days']",[]
There is a pair of underpants left in the washing machine.,"['pair', 'underpants', 'washing']",['There']
He wore a suit for his job interview.,"['suit', 'job', 'interview']","['He', 'his']"
The wind blew his cap off.,"['wind', 'cap']",['his']
They stole the hotel bathrobes.,['hotel'],['They']
He wore a deep blue tie.,['tie'],['He']
There is a bra under the bed.,"['bra', 'bed']",['There']
Everybody wears bikinis on this beach.,"['bikinis', 'beach']",['Everybody']
Do you have woolen caps?,['caps'],['you']
Take a scarf or you might get a sore throat.,"['scarf', 'throat']",['you']
